ID	Referenced By	stats	name	resource	c_name_id	mnu_vision_face
1320	1 refs poplist1202#6	Ageless Moabit	Ageless Moabit	598	Mercury	0
1321	1 refs poplist1202#7	Serene Imlaly	Serene Imlaly	527	Deinos	0
1322	1 refs poplist1202#8	Cold Ageshu	Cold Ageshu	542	Ageshu	0
1323	1 refs poplist1202#9	Fiendish Auburn	Fiendish Auburn	509	Balgas	0
1324	1 refs poplist1202#10	Masterful Gigapur	Masterful Gigapur	587	Laia	0
1325	1 refs poplist1202#11	Inferno Heinrich	Inferno Heinrich	600	Mars	0
1326	1 refs poplist1202#12	Obelis Obart	Obelis Obart	514	Obart	0
1327	1 refs poplist1202#13	Master Obart	Master Obart	514	Obart	0
1328	1 refs poplist1202#14	Demon Pavlovsk	Demon Pavlovsk	537	Behemoth	0
1329	1 refs poplist1202#15	Dummy Obart	Dummy Obart	514	Obart	0
1330		1330		409	White	0
1331		1331		409	White	0
1332		1332		409	White	0
1333		1333		409	White	0
1334		1334		409	White	0
1335		1335		409	White	0
1336		1336		409	White	0
1337		1337		409	White	0
1338		1338		409	White	0
1339		1339		409	White	0
1340		1340		409	White	0
1341		1341		409	White	0
1342		1342		409	White	0
1343		1343		409	White	0
1344		1344		409	White	0
1345		1345		409	White	0
1346		1346		409	White	0
1347		1347		409	White	0
1348		1348		409	White	0
1349		1349		409	White	0
1350		1350		409	White	0
1351		1351		409	White	0
1352		1352		409	White	0
1353		1353		409	White	0
1354		1354		409	White	0
1355		1355		409	White	0
1356		1356		409	White	0
1357		1357		409	White	0
1358		1358		409	White	0
1359		1359		409	White	0
1360		1360		409	White	0
1361		1361		409	White	0
1362		1362		409	White	0
1363		1363		409	White	0
1364		1364		409	White	0
1365		1365		409	White	0
1366		1366		409	White	0
1367		1367		409	White	0
1368		1368		409	White	0
1369		1369		409	White	0
1370		1370		409	White	0
1371		1371		409	White	0
1372		1372		409	White	0
1373		1373		409	White	0
1374		1374		409	White	0
1375		1375		409	White	0
1376		1376		409	White	0
1377		1377		409	White	0
1378		1378		409	White	0
1379		1379		409	White	0
1380		1380		409	White	0
1381		1381		409	White	0
1382		1382		409	White	0
1383		1383		409	White	0
1384		1384		409	White	0
1385		1385		409	White	0
1386		1386		409	White	0
1387		1387		409	White	0
1388		1388		409	White	0
1389		1389		409	White	0
1390		1390		409	White	0
1391		1391		409	White	0
1392		1392		409	White	0
1393		1393		409	White	0
1394		1394		409	White	0
1395		1395		409	White	0
1396		1396		409	White	0
1397		1397		409	White	0
1398		1398		409	White	0
1399		1399		409	White	0
1400		1400		409	White	0
1401	58 refs poplist1301#10 poplist1301#22 poplist1301#23 poplist1301#24 poplist1301#25 poplist1301#26 poplist1301#27 poplist1301#52 poplist1301#53 poplist1301#54 poplist1301#55 poplist1301#56 poplist1301#57 poplist1301#58 poplist1301#59 poplist1301#60 poplist1301#61 poplist1301#88 poplist1301#89 poplist1301#90 poplist1301#98 poplist1301#99 poplist1301#100 poplist1301#101 poplist1301#102 poplist1301#103 poplist1301#152 poplist1301#179 poplist1301#180 poplist1301#181 poplist1301#199 poplist1301#206 poplist1301#207 poplist1301#208 poplist1301#209 poplist1301#210 poplist1301#225 poplist1301#226 poplist1301#248 poplist1301#249 poplist1301#278 poplist1301#371 poplist1301#372 poplist1301#373 poplist1301#374 poplist1301#375 poplist1301#376 poplist1301#377 poplist1301#420 poplist1301#421 poplist1301#439 poplist1301#440 poplist1301#441 poplist1301#442 poplist1301#451 poplist1301#452 poplist1301#455 poplist1301#456	Reef Nebula	Reef Nebula	602	Venus	0
1402	6 refs poplist1301#295 poplist1301#296 poplist1301#300 poplist1301#301 poplist1301#302 poplist1301#303	Ucan Nebula	Ucan Nebula	600	Mars	0
1403	10 refs poplist1301#285 poplist1301#308 poplist1301#312 poplist1301#314 poplist1301#386 poplist1301#398 poplist1301#400 poplist1301#402 poplist1301#445 poplist1301#447	Zefa Ories	Zefa Ories	508	Ories	0
1404	10 refs poplist1301#286 poplist1301#309 poplist1301#313 poplist1301#315 poplist1301#387 poplist1301#399 poplist1301#401 poplist1301#403 poplist1301#446 poplist1301#448	Zegia Ories	Zegia Ories	508	Ories	0
1405	24 refs poplist1301#241 poplist1301#243 poplist1301#256 poplist1301#258 poplist1301#260 poplist1301#262 poplist1301#270 poplist1301#272 poplist1301#274 poplist1301#276 poplist1301#285 poplist1301#287 poplist1301#308 poplist1301#310 poplist1301#312 poplist1301#314 poplist1301#386 poplist1301#396 poplist1301#398 poplist1301#400 poplist1301#402 poplist1301#404 poplist1301#445 poplist1301#447	Costa Aries	Costa Aries	507	Aries	0
1406	25 refs poplist1301#7 poplist1301#242 poplist1301#244 poplist1301#257 poplist1301#259 poplist1301#261 poplist1301#263 poplist1301#271 poplist1301#273 poplist1301#275 poplist1301#277 poplist1301#286 poplist1301#288 poplist1301#309 poplist1301#311 poplist1301#313 poplist1301#315 poplist1301#387 poplist1301#397 poplist1301#399 poplist1301#401 poplist1301#403 poplist1301#405 poplist1301#446 poplist1301#448	Hista Aries	Hista Aries	507	Aries	0
1407	11 refs poplist1301#62 poplist1301#64 poplist1301#66 poplist1301#68 poplist1301#70 poplist1301#211 poplist1301#212 poplist1301#214 poplist1301#216 poplist1301#218 poplist1301#220	Setor Eks	Setor Eks	511	Eks	0
1408	10 refs poplist1301#63 poplist1301#65 poplist1301#67 poplist1301#69 poplist1301#71 poplist1301#213 poplist1301#215 poplist1301#217 poplist1301#219 poplist1301#221	Feltl Eks	Feltl Eks	511	Eks	0
1409	31 refs JNL_quest1301#Monster Quest 1 poplist1301#28 poplist1301#30 poplist1301#32 poplist1301#34 poplist1301#36 poplist1301#38 poplist1301#80 poplist1301#82 poplist1301#84 poplist1301#86 poplist1301#104 poplist1301#106 poplist1301#108 poplist1301#110 poplist1301#112 poplist1301#114 poplist1301#153 poplist1301#155 poplist1301#161 poplist1301#173 poplist1301#175 poplist1301#177 poplist1301#200 poplist1301#227 poplist1301#229 poplist1301#231 poplist1301#233 poplist1301#235 poplist1301#237 poplist1301#239	Monta Moramora	Monta Moramora	586	Moramora	0
1410	30 refs poplist1301#29 poplist1301#31 poplist1301#33 poplist1301#35 poplist1301#37 poplist1301#39 poplist1301#81 poplist1301#83 poplist1301#85 poplist1301#87 poplist1301#105 poplist1301#107 poplist1301#109 poplist1301#111 poplist1301#113 poplist1301#115 poplist1301#154 poplist1301#156 poplist1301#162 poplist1301#174 poplist1301#176 poplist1301#178 poplist1301#201 poplist1301#228 poplist1301#230 poplist1301#232 poplist1301#234 poplist1301#236 poplist1301#238 poplist1301#240	Lophos Moramora	Lophos Moramora	586	Moramora	0
1411	38 refs poplist1301#250 poplist1301#252 poplist1301#254 poplist1301#264 poplist1301#279 poplist1301#281 poplist1301#283 poplist1301#289 poplist1301#316 poplist1301#318 poplist1301#320 poplist1301#337 poplist1301#339 poplist1301#341 poplist1301#346 poplist1301#348 poplist1301#351 poplist1301#353 poplist1301#355 poplist1301#357 poplist1301#359 poplist1301#361 poplist1301#363 poplist1301#365 poplist1301#367 poplist1301#369 poplist1301#388 poplist1301#390 poplist1301#392 poplist1301#394 poplist1301#406 poplist1301#408 poplist1301#410 poplist1301#422 poplist1301#429 poplist1301#431 poplist1301#443 poplist1301#457	Atomis Ansel	Atomis Ansel	546	Ansel	0
1412	38 refs poplist1301#251 poplist1301#253 poplist1301#255 poplist1301#265 poplist1301#280 poplist1301#282 poplist1301#284 poplist1301#290 poplist1301#317 poplist1301#319 poplist1301#321 poplist1301#338 poplist1301#340 poplist1301#342 poplist1301#347 poplist1301#349 poplist1301#352 poplist1301#354 poplist1301#356 poplist1301#358 poplist1301#360 poplist1301#362 poplist1301#364 poplist1301#366 poplist1301#368 poplist1301#370 poplist1301#389 poplist1301#391 poplist1301#393 poplist1301#395 poplist1301#407 poplist1301#409 poplist1301#411 poplist1301#423 poplist1301#430 poplist1301#432 poplist1301#444 poplist1301#458	Atomizek Ansel	Atomizek Ansel	548	Ansel	0
1413	16 refs poplist1301#330 poplist1301#332 poplist1301#333 poplist1301#335 poplist1301#380 poplist1301#382 poplist1301#384 poplist1301#412 poplist1301#414 poplist1301#416 poplist1301#418 poplist1301#433 poplist1301#435 poplist1301#437 poplist1301#449 poplist1301#453	Krawli Slobos	Krawli Slobos	649	Slobos	0
1414	15 refs poplist1301#331 poplist1301#334 poplist1301#336 poplist1301#381 poplist1301#383 poplist1301#385 poplist1301#413 poplist1301#415 poplist1301#417 poplist1301#419 poplist1301#434 poplist1301#436 poplist1301#438 poplist1301#450 poplist1301#454	Krawla Slobos	Krawla Slobos	649	Slobos	0
1415	3 refs poplist1301#20 poplist1301#202 poplist1301#204	Glory Slobos	Glory Slobos	649	Slobos	0
1416	3 refs poplist1301#21 poplist1301#203 poplist1301#205	Gloria Slobos	Gloria Slobos	649	Slobos	0
1417	6 refs poplist1301#40 poplist1301#41 poplist1301#42 poplist1301#76 poplist1301#78 poplist1301#222	Latio Apis	Latio Apis	576	Apis	0
1418	6 refs poplist1301#43 poplist1301#46 poplist1301#49 poplist1301#77 poplist1301#79 poplist1301#223	Corladio Apis	Corladio Apis	577	Apis	0
1419	7 refs poplist1301#44 poplist1301#45 poplist1301#47 poplist1301#48 poplist1301#50 poplist1301#51 poplist1301#224	Crista Apis	Crista Apis	578	Apis	0
1420	23 refs JNL_quest1301#Chilkins and Antols poplist1301#72 poplist1301#73 poplist1301#74 poplist1301#149 poplist1301#150 poplist1301#163 poplist1301#164 poplist1301#166 poplist1301#169 poplist1301#170 poplist1301#172 poplist1301#247 poplist1301#268 poplist1301#322 poplist1301#323 poplist1301#325 poplist1301#327 poplist1301#328 poplist1301#343 poplist1301#344 poplist1301#345 poplist1301#350	Poleaxe Chilkin	Poleaxe Chilkin	634	Chilkin	0
1421	5 refs poplist1301#137 poplist1301#141 poplist1301#143 poplist1301#145 poplist1301#147	Fork Chilkin	Fork Chilkin	634	Chilkin	0
1422	13 refs poplist1301#148 poplist1301#151 poplist1301#165 poplist1301#167 poplist1301#168 poplist1301#171 poplist1301#245 poplist1301#246 poplist1301#266 poplist1301#269 poplist1301#325 poplist1301#327 poplist1301#343	Fuchsia Chilkin	Fuchsia Chilkin	636	Chilkin	0
1423	31 refs JNL_quest1301#Monster Quest 3 poplist1301#5 poplist1301#72 poplist1301#73 poplist1301#75 poplist1301#148 poplist1301#149 poplist1301#150 poplist1301#151 poplist1301#163 poplist1301#165 poplist1301#166 poplist1301#167 poplist1301#168 poplist1301#169 poplist1301#170 poplist1301#171 poplist1301#245 poplist1301#246 poplist1301#266 poplist1301#267 poplist1301#269 poplist1301#323 poplist1301#324 poplist1301#325 poplist1301#326 poplist1301#327 poplist1301#329 poplist1301#343 poplist1301#344 poplist1301#350	Bow Chilkin	Bow Chilkin	638	Chilkin	0
1424	5 refs JNL_quest1301#Monster Quest 4 poplist1301#91 poplist1301#93 poplist1301#157 poplist1301#159	Sesna Lexos	Sesna Lexos	593	Lexos	0
1425	4 refs poplist1301#92 poplist1301#94 poplist1301#158 poplist1301#160	Sestago Lexos	Sestago Lexos	594	Lexos	0
1426	3 refs poplist1301#304 poplist1301#306 poplist1301#378	Snowi Taos	Snowi Taos	535	Taos	0
1427	3 refs poplist1301#305 poplist1301#307 poplist1301#379	Snowal Taos	Snowal Taos	536	Taos	0
1428	9 refs JNL_quest1301#Monster Quest 2 poplist1301#95 poplist1301#96 poplist1301#97 poplist1301#424 poplist1301#425 poplist1301#426 poplist1301#427 poplist1301#428	Sparas Pagul	Sparas Pagul	582	Pagul	0
1429	5 refs poplist1301#18 poplist1301#123 poplist1301#184 poplist1301#187 poplist1301#191	Entma King	Entma King	565	King	0
1430	26 refs JNL_quest1301#Chilkins and Antols poplist1301#19 poplist1301#116 poplist1301#117 poplist1301#118 poplist1301#119 poplist1301#120 poplist1301#121 poplist1301#122 poplist1301#124 poplist1301#129 poplist1301#131 poplist1301#133 poplist1301#135 poplist1301#138 poplist1301#182 poplist1301#183 poplist1301#185 poplist1301#186 poplist1301#188 poplist1301#190 poplist1301#192 poplist1301#194 poplist1301#196 poplist1301#197 poplist1301#198	Ent Antol	Ent Antol	562	Antol	0
1431	6 refs poplist1301#125 poplist1301#126 poplist1301#127 poplist1301#292 poplist1301#294 poplist1301#299	Sierra Vang	Sierra Vang	554	Vang	0
1432	2 refs poplist1301#293 poplist1301#297	Noto Feris	Noto Feris	501	Feris	0
1433	2 refs poplist1301#291 poplist1301#298	Porcu Hox	Porcu Hox	498	Hox	0
1434	7 refs poplist1301#128 poplist1301#130 poplist1301#132 poplist1301#134 poplist1301#189 poplist1301#193 poplist1301#195	Teterra Pod	Teterra Pod	652	Arachno	0
1435	6 refs poplist1301#136 poplist1301#139 poplist1301#140 poplist1301#142 poplist1301#144 poplist1301#146	Bonterra Pod	Bonterra Pod	652	Arachno	0
1436	1 refs poplist1301#1	Mumkhar	Mumkhar	624	White	901
1437	1 refs poplist1301#7	Agile Barbatos	Agile Barbatos	508	Ories	0
1438	1 refs poplist1301#9	Final Marcus	Final Marcus	649	Slobos	0
1439	2 refs JNL_quest1301#The Balance of Power poplist1301#8	Banquet Vassago	Banquet Vassago	636	Chilkin	0
1440	1 refs poplist1301#6	Hidden Gamigin	Hidden Gamigin	536	Taos	0
1441	1 refs poplist1301#10	Vague Barbas	Vague Barbas	602	Venus	0
1442	1 refs poplist1301#4	Exposure Wolfol	Exposure Wolfol	594	Lexos	0
1443	1 refs poplist1301#11	Wandering Amon	Wandering Amon	511	Ponio	0
1444	1 refs poplist1301#3	Moonlight Paimon	Moonlight Paimon	600	Mars	0
1445	1 refs poplist1301#5	Glorious Buer	Glorious Buer	634	Chilkin	0
1446	1 refs poplist1301#2	North Star Gusion	North Star Gusion	593	Lexos	0
1447	2 refs JNL_quest1301#The Balance of Power poplist1301#12	Barbaric Sitri	Barbaric Sitri	565	King	0
1448	1 refs poplist1301#13	Avalanche Abaasy	Avalanche Abaasy	529	Dragon	0
1449	1 refs poplist1301#14	Blizzard Belgazas	Blizzard Belgazas	537	Behemoth	0
1450	2 refs JNL_quest1301#Bad Timing poplist1301#15	Cunning Chilkin	Cunning Chilkin	636	Chilkin	0
1451	2 refs JNL_quest1301#649 poplist1301#16	Invited Slobos	Invited Slobos	649	Slobos	0
1452	1 refs poplist1301#17	Conflagrant Raxeal	Conflagrant Raxeal	594	Lexos	0
1453		1453		409	White	0
1454		1454		409	White	0
1455		1455		409	White	0
1456		1456		409	White	0
1457		1457		409	White	0
1458		1458		409	White	0
1459		1459		409	White	0
1460		1460		409	White	0
1461		1461		409	White	0
1462		1462		409	White	0
1463		1463		409	White	0
1464		1464		409	White	0
1465		1465		409	White	0
1466		1466		409	White	0
1467		1467		409	White	0
1468		1468		409	White	0
1469		1469		409	White	0
1470		1470		409	White	0
1471		1471		409	White	0
1472		1472		409	White	0
1473		1473		409	White	0
1474		1474		409	White	0
1475		1475		409	White	0
1476		1476		409	White	0
1477		1477		409	White	0
1478		1478		409	White	0
1479		1479		409	White	0
1480		1480		409	White	0
1481		1481		409	White	0
1482		1482		409	White	0
1483		1483		409	White	0
1484		1484		409	White	0
1485		1485		409	White	0
1486		1486		409	White	0
1487		1487		409	White	0
1488		1488		409	White	0
1489		1489		409	White	0
1490		1490		409	White	0
1491		1491		409	White	0
1492		1492		409	White	0
1493		1493		409	White	0
1494		1494		409	White	0
1495		1495		409	White	0
1496		1496		409	White	0
1497		1497		409	White	0
1498		1498		409	White	0
1499		1499		409	White	0
1500		1500		409	White	0
1501	2 refs JNL_quest1401#714 poplist1401#5	Mechon M72	Mechon M72	428	Spider	0
1502	2 refs JNL_quest1401#712 poplist1401#8	Mechon M63	Mechon M63	423	Yado	0
1503	2 refs JNL_quest1401#714 poplist1401#7	Mechon M69	Mechon M69	410	Yado	0
1504	2 refs JNL_quest1401#713 poplist1401#9	Mechon M82	Mechon M82	433	Yado	0
1505	2 refs JNL_quest1401#714 poplist1401#6	Mechon M63	Mechon M63	423	Yado	0
1506	6 refs poplist1401#13 poplist1401#14 poplist1401#15 poplist1401#16 poplist1401#17 poplist1401#18	Wasp Unit Mechon	Wasp Unit Mechon	416	White	0
1507	1 refs poplist1401#22	Quadrupedal Mechon	Quadrupedal Mechon	410	White	0
1508	2 refs poplist1401#19 poplist1401#23	Large Mechon	Large Mechon	434	White	0
1509		Mechon M63	Mechon M63	423	Tuber	0
1510	2 refs poplist1401#20 poplist1401#21	Android Mechon	Android Mechon	428	Spider	0
1511	3 refs poplist1401#10 poplist1401#11 poplist1401#12	Fallen Homs Soldier	Fallen Homs Soldier	654	Bee	0
1512		1512		409	White	0
1513		1513		409	White	0
1514		1514		409	White	0
1515		1515		409	White	0
1516		1516		409	White	0
1517		1517		409	White	0
1518		1518		409	White	0
1519		1519		409	White	0
1520		1520		409	White	0
1521	29 refs poplist1401#30 poplist1401#40 poplist1401#42 poplist1401#45 poplist1401#53 poplist1401#54 poplist1401#60 poplist1401#61 poplist1401#63 poplist1401#67 poplist1401#68 poplist1401#69 poplist1401#70 poplist1401#85 poplist1401#86 poplist1401#91 poplist1401#92 poplist1401#108 poplist1401#110 poplist1401#113 poplist1401#115 poplist1401#116 poplist1401#118 poplist1401#123 poplist1401#128 poplist1401#129 poplist1401#132 poplist1401#133 poplist1401#135	Offensive Mechon Plus	Offensive Mechon Plus	452	White	0
1522	4 refs poplist1401#35 poplist1401#55 poplist1401#95 poplist1401#96	M104 Fortress Unit	M104 Fortress Unit	438	White	0
1523	3 refs poplist1401#71 poplist1401#73 poplist1401#75	M71 Flexible Unit	M71 Flexible Unit	445	White	0
1524	3 refs poplist1401#72 poplist1401#74 poplist1401#76	Mechon M78 Flex+	Mechon M78 Flex+	447	White	0
1525	15 refs poplist1401#29 poplist1401#56 poplist1401#57 poplist1401#58 poplist1401#64 poplist1401#65 poplist1401#66 poplist1401#80 poplist1401#81 poplist1401#84 poplist1401#88 poplist1401#97 poplist1401#98 poplist1401#100 poplist1401#102	M82 Melee Unit	M82 Melee Unit	433	White	0
1526	7 refs poplist1401#120 poplist1401#122 poplist1401#125 poplist1401#126 poplist1401#127 poplist1401#130 poplist1401#134	M82X Melee Unit	M82X Melee Unit	435	White	0
1527	18 refs poplist1401#24 poplist1401#25 poplist1401#26 poplist1401#33 poplist1401#38 poplist1401#44 poplist1401#46 poplist1401#47 poplist1401#48 poplist1401#50 poplist1401#51 poplist1401#59 poplist1401#62 poplist1401#64 poplist1401#65 poplist1401#66 poplist1401#82 poplist1401#90	M63X Android Unit	M63X Android Unit	425	White	0
1528	8 refs poplist1401#58 poplist1401#62 poplist1401#66 poplist1401#78 poplist1401#79 poplist1401#83 poplist1401#87 poplist1401#90	M63 Harvester Unit	M63 Harvester Unit	426	White	0
1529	14 refs poplist1401#31 poplist1401#93 poplist1401#94 poplist1401#99 poplist1401#100 poplist1401#102 poplist1401#107 poplist1401#109 poplist1401#111 poplist1401#117 poplist1401#119 poplist1401#121 poplist1401#131 poplist1401#134	M63 Destruction Unit	M63 Destruction Unit	430	White	0
1530	10 refs poplist1401#34 poplist1401#36 poplist1401#37 poplist1401#39 poplist1401#41 poplist1401#43 poplist1401#44 poplist1401#49 poplist1401#53 poplist1401#54	M34 Honey Bee Unit	M34 Honey Bee Unit	414	White	0
1531	12 refs poplist1401#93 poplist1401#94 poplist1401#101 poplist1401#103 poplist1401#104 poplist1401#106 poplist1401#108 poplist1401#110 poplist1401#113 poplist1401#114 poplist1401#115 poplist1401#116	M35 Woodpecker Unit	M35 Woodpecker Unit	417	White	0
1532	15 refs poplist1401#33 poplist1401#36 poplist1401#37 poplist1401#38 poplist1401#41 poplist1401#43 poplist1401#44 poplist1401#46 poplist1401#47 poplist1401#59 poplist1401#64 poplist1401#82 poplist1401#83 poplist1401#87 poplist1401#89	M54 Armoured Unit	M54 Armoured Unit	409	White	0
1533	12 refs poplist1401#99 poplist1401#100 poplist1401#105 poplist1401#107 poplist1401#109 poplist1401#117 poplist1401#119 poplist1401#120 poplist1401#121 poplist1401#124 poplist1401#134 poplist1401#136	M54 Attack Unit	M54 Attack Unit	411	White	0
1534	5 refs poplist1401#52 poplist1401#77 poplist1401#79 poplist1401#112 poplist1401#119	M46 Covert Killer	M46 Covert Killer	439	White	0
1535	1 refs poplist1401#1	Mumkhar	Mumkhar	468	White	896
1536		Mumkhar	Mumkhar	468	White	896
1537		Mumkhar	Mumkhar	468	White	896
1538	1 refs poplist1401#1	Mass-Produced Face	Mass-Produced Face	476	White	897
1539	2 refs JNL_quest1401#Secure Dolgan Outpost poplist1401#24	Prudent Purson	Prudent Purson	425	White	0
1540	2 refs JNL_quest1401#Secure Enalda Control Base poplist1401#26	Tranquil Morax	Tranquil Morax	426	White	0
1541	1 refs poplist1401#25	Defective Ipos	Defective Ipos	426	White	0
1542	1 refs poplist1401#27	Benevolent Aim	Benevolent Aim	433	White	0
1543	1 refs poplist1401#28	Mischievious Naberius	Mischievious Naberius	438	White	0
1544	1 refs poplist1401#29	Fate Labolas	Fate Labolas	411	White	0
1545	1 refs poplist1401#30	Kamikaze Bune	Kamikaze Bune	452	White	0
1546	2 refs JNL_quest1401#Secure the Radio Tower poplist1401#31	Lightning Ronove	Lightning Ronove	435	White	0
1547	2 refs JNL_quest1401#3rd Gate Front Line poplist1401#32	Reinforcement M104	Reinforcement M104	438	White	0
1548	3 refs poplist1401#2 poplist1401#3 poplist1401#4	Mass-Produced Dummy	Mass-Produced Dummy	476	White	0
1549		1549		409	White	0
1550		1550		409	White	0
1551		1551		409	White	0
1552		1552		409	White	0
1553		1553		409	White	0
1554		1554		409	White	0
1555		1555		409	White	0
1556		1556		409	White	0
1557		1557		409	White	0
1558		1558		409	White	0
1559		1559		409	White	0
1560		1560		409	White	0
1561		1561		409	White	0
1562		1562		409	White	0
1563		1563		409	White	0
1564		1564		409	White	0
1565		1565		409	White	0
1566		1566		409	White	0
1567		1567		409	White	0
1568		1568		409	White	0
1569		1569		409	White	0
1570		1570		409	White	0
1571		1571		409	White	0
1572		1572		409	White	0
1573		1573		409	White	0
1574		1574		409	White	0
1575		1575		409	White	0
1576		1576		409	White	0
1577		1577		409	White	0
1578		1578		409	White	0
1579		1579		409	White	0
1580		1580		409	White	0
1581		1581		409	White	0
1582		1582		409	White	0
1583		1583		409	White	0
1584		1584		409	White	0
1585		1585		409	White	0
1586		1586		409	White	0
1587		1587		409	White	0
1588		1588		409	White	0
1589		1589		409	White	0
1590		1590		409	White	0
1591		1591		409	White	0
1592		1592		409	White	0
1593		1593		409	White	0
1594		1594		409	White	0
1595		1595		409	White	0
1596		1596		409	White	0
1597		1597		409	White	0
1598		1598		409	White	0
1599		1599		409	White	0
1600		1600		409	White	0
1601		1601		456	White	0
1602	3 refs poplist1501#61 poplist1501#63 poplist1501#70	M48 Sentry Unit	M48 Sentry Unit	441	White	0
1603	5 refs poplist1501#62 poplist1501#64 poplist1501#71 poplist1501#76 poplist1501#77	Offensive Scout Unit	Offensive Scout Unit	452	White	0
1604	3 refs poplist1501#68 poplist1501#69 poplist1501#74	M66 Production Unit	M66 Production Unit	425	White	0
1605	23 refs poplist1501#37 poplist1501#38 poplist1501#39 poplist1501#40 poplist1501#41 poplist1501#42 poplist1501#43 poplist1501#44 poplist1501#45 poplist1501#46 poplist1501#47 poplist1501#48 poplist1501#49 poplist1501#50 poplist1501#51 poplist1501#52 poplist1501#53 poplist1501#54 poplist1501#55 poplist1501#56 poplist1501#57 poplist1501#58 poplist1501#59	M66 Supply Unit	M66 Supply Unit	425	White	0
1606	5 refs poplist1501#35 poplist1501#36 poplist1501#60 poplist1501#65 poplist1501#75	M65 Hunter Unit	M65 Hunter Unit	426	White	0
1607	1 refs poplist1501#34	M68 Construction Unit	M68 Construction Unit	430	White	0
1608	1 refs poplist1501#66	M85 Infantry Unit	M85 Infantry Unit	433	White	0
1609	2 refs poplist1501#78 poplist1501#79	M85 Sergeant	M85 Sergeant	435	White	0
1610	3 refs poplist1501#36 poplist1501#65 poplist1501#73	M35 Wasp Unit	M35 Wasp Unit	414	White	0
1611	2 refs poplist1501#72 poplist1501#73	M34 Hornet Unit	M34 Hornet Unit	417	White	0
1612	3 refs poplist1501#35 poplist1501#67 poplist1501#75	M58 Tactical Unit	M58 Tactical Unit	409	White	0
1613	3 refs poplist1501#34 poplist1501#67 poplist1501#74	M59 Captain	M59 Captain	411	White	0
1614	1 refs poplist1501#29	Precious Retrato	Precious Retrato	425	White	0
1615	2 refs poplist1501#30 poplist1501#32	Glacier Acon	Glacier Acon	430	White	0
1616	1 refs poplist1501#31	Glorious Jurom	Glorious Jurom	435	White	0
1617	1 refs poplist1501#33	Sentinel Mechon	Sentinel Mechon	426	White	0
1618	1 refs poplist1501#3	Face Nemesis	Face Nemesis	482	White	900
1619	1 refs poplist1501#2	Face Nemesis	Face Nemesis	482	White	900
1620	2 refs JNL_quest1501#739 poplist1501#4	Defensive Guard Unit	Defensive Guard Unit	449	White	0
1621	2 refs JNL_quest1501#740 poplist1501#5	M94 Guard Unit	M94 Guard Unit	456	White	0
1622	1 refs poplist1501#1	Gold Face	Gold Face	484	White	899
1623	2 refs JNL_quest1501#741 poplist1501#6	Defensive Guard Unit	Defensive Guard Unit	449	White	0
1624	2 refs JNL_quest1501#742 poplist1501#7	M94 Guard Unit	M94 Guard Unit	456	White	0
1625	14 refs poplist1501#8 poplist1501#10 poplist1501#11 poplist1501#13 poplist1501#14 poplist1501#16 poplist1501#18 poplist1501#19 poplist1501#21 poplist1501#23 poplist1501#24 poplist1501#25 poplist1501#27 poplist1501#28	Man-Eater Dummy	Man-Eater Dummy	424	White	0
1626	7 refs poplist1501#9 poplist1501#12 poplist1501#15 poplist1501#17 poplist1501#20 poplist1501#22 poplist1501#26	Supply Unit Dummy	Supply Unit Dummy	425	White	0
1627		1627		409	White	0
1628		1628		409	White	0
1629		1629		409	White	0
1630		1630		409	White	0
1631		1631		409	White	0
1632		1632		409	White	0
1633		1633		409	White	0
1634		1634		409	White	0
1635		1635		409	White	0
1636		1636		409	White	0
1637		1637		409	White	0
1638		1638		409	White	0
1639		1639		409	White	0
1640		1640		409	White	0
1641		1641		409	White	0
1642		1642		409	White	0
1643		1643		409	White	0
1644		1644		409	White	0
1645		1645		409	White	0
1646		1646		409	White	0
1647		1647		409	White	0
1648		1648		409	White	0
1649		1649		409	White	0
1650		1650		409	White	0
1651		1651		409	White	0
1652		1652		409	White	0
1653		1653		409	White	0
1654		1654		409	White	0
1655		1655		409	White	0
1656		1656		409	White	0
1657		1657		409	White	0
1658		1658		409	White	0
1659		1659		409	White	0
1660		1660		409	White	0
1661		1661		409	White	0
1662		1662		409	White	0
1663		1663		409	White	0
1664		1664		409	White	0
1665		1665		409	White	0
1666		1666		409	White	0
1667		1667		409	White	0
1668		1668		409	White	0
1669		1669		409	White	0
1670		1670		409	White	0
1671		1671		409	White	0
1672		1672		409	White	0
1673		1673		409	White	0
1674		1674		409	White	0
1675		1675		409	White	0
1676		1676		409	White	0
1677		1677		409	White	0
1678		1678		409	White	0
1679		1679		409	White	0
1680		1680		409	White	0
1681		1681		409	White	0
1682		1682		409	White	0
1683		1683		409	White	0
1684		1684		409	White	0
1685		1685		409	White	0
1686		1686		409	White	0
1687		1687		409	White	0
1688		1688		409	White	0
1689		1689		409	White	0
1690		1690		409	White	0
1691		1691		409	White	0
1692		1692		409	White	0
1693		1693		409	White	0
1694		1694		409	White	0
1695		1695		409	White	0
1696		1696		409	White	0
1697		1697		409	White	0
1698		1698		409	White	0
1699		1699		409	White	0
1700		1700		409	White	0
1701	8 refs JNL_quest1601#Powerless poplist1601#74 poplist1601#75 poplist1601#76 poplist1601#77 poplist1601#109 poplist1601#110 poplist1601#114	M35 Prototype	M35 Prototype	421	White	0
